tree_size,lambda_index,sample_size,shd,precision,recall,percentage_hidden_nodes_recovered,number_of_edges_esitimation,number_of_edges_true,Normalized SHD
20,12,10,26,0.15384615384615385,0.11764705882352941,125.0,13,17,0.8666666666666667
20,13,100000,11,0.6666666666666666,0.7058823529411765,125.0,18,17,0.3142857142857143
20,13,10000,13,0.6111111111111112,0.6470588235294118,125.0,18,17,0.37142857142857144
20,13,1000,13,0.625,0.5882352941176471,100.0,16,17,0.3939393939393939
20,13,100,19,0.45,0.5294117647058824,175.0,20,17,0.5135135135135135
20,13,10,19,0.25,0.058823529411764705,50.0,4,17,0.9047619047619048
20,14,100000,9,0.7857142857142857,0.6470588235294118,25.0,14,17,0.2903225806451613
20,14,10000,15,0.5625,0.5294117647058824,75.0,16,17,0.45454545454545453
20,14,1000,12,0.6470588235294118,0.6470588235294118,125.0,17,17,0.35294117647058826
20,14,100,15,0.5625,0.5294117647058824,75.0,16,17,0.45454545454545453
20,14,10,19,0.0,0.0,25.0,2,17,1.0
20,15,100000,11,0.6666666666666666,0.7058823529411765,100.0,18,17,0.3142857142857143
20,15,10000,6,0.9230769230769231,0.7058823529411765,25.0,13,17,0.2
20,15,1000,12,0.631578947368421,0.7058823529411765,100.0,19,17,0.3333333333333333
20,15,100,19,0.45,0.5294117647058824,200.0,20,17,0.5135135135135135
20,15,10,15,0.625,0.29411764705882354,75.0,8,17,0.6
20,16,100000,16,0.5333333333333333,0.47058823529411764,125.0,15,17,0.5
20,16,10000,8,0.8461538461538461,0.6470588235294118,50.0,13,17,0.26666666666666666
20,16,1000,19,0.45,0.5294117647058824,125.0,20,17,0.5135135135135135
20,16,100,11,0.6666666666666666,0.7058823529411765,125.0,18,17,0.3142857142857143
20,16,10,19,0.0,0.0,0.0,2,17,1.0
20,17,100000,13,0.625,0.5882352941176471,125.0,16,17,0.3939393939393939
20,17,10000,15,0.5555555555555556,0.5882352941176471,125.0,18,17,0.42857142857142855
20,17,1000,18,0.47368421052631576,0.5294117647058824,150.0,19,17,0.5
20,17,100,22,0.35294117647058826,0.35294117647058826,175.0,17,17,0.6470588235294118
20,17,10,17,0.5,0.11764705882352941,50.0,4,17,0.8095238095238095
20,18,100000,4,0.9333333333333333,0.8235294117647058,50.0,15,17,0.125
20,18,10000,19,0.4444444444444444,0.47058823529411764,200.0,18,17,0.5428571428571428
20,18,1000,13,0.6111111111111112,0.6470588235294118,125.0,18,17,0.37142857142857144
20,18,100,19,0.4444444444444444,0.47058823529411764,175.0,18,17,0.5428571428571428
20,18,10,17,0.0,0.0,25.0,0,17,1.0
20,19,100000,12,0.6470588235294118,0.6470588235294118,100.0,17,17,0.35294117647058826
20,19,10000,17,0.5,0.4117647058823529,100.0,14,17,0.5483870967741935
20,19,1000,5,0.875,0.8235294117647058,75.0,16,17,0.15151515151515152
20,19,100,19,0.45454545454545453,0.5882352941176471,200.0,22,17,0.48717948717948717
20,19,10,21,0.16666666666666666,0.058823529411764705,75.0,6,17,0.9130434782608695
20,20,100000,7,0.9166666666666666,0.6470588235294118,25.0,12,17,0.2413793103448276
20,20,10000,5,1.0,0.7058823529411765,25.0,12,17,0.1724137931034483
20,20,1000,12,0.6470588235294118,0.6470588235294118,125.0,17,17,0.35294117647058826
20,20,100,22,0.38095238095238093,0.47058823529411764,150.0,21,17,0.5789473684210527
20,20,10,17,0.0,0.0,0.0,0,17,1.0
25,1,100000,12,0.8125,0.5909090909090909,20.0,16,22,0.3157894736842105
25,1,10000,19,0.5789473684210527,0.5,60.0,19,22,0.4634146341463415
25,1,1000,15,0.6842105263157895,0.5909090909090909,120.0,19,22,0.36585365853658536
25,1,100,19,0.5652173913043478,0.5909090909090909,120.0,23,22,0.4222222222222222
25,1,10,24,0.0,0.0,0.0,2,22,1.0
25,2,100000,23,0.47619047619047616,0.45454545454545453,80.0,21,22,0.5348837209302325
25,2,10000,21,0.5263157894736842,0.45454545454545453,60.0,19,22,0.5121951219512195
25,2,1000,24,0.46153846153846156,0.5454545454545454,180.0,26,22,0.5
25,2,100,28,0.39285714285714285,0.5,200.0,28,22,0.56
25,2,10,25,0.36363636363636365,0.18181818181818182,80.0,11,22,0.7575757575757576
25,3,100000,19,0.5652173913043478,0.5909090909090909,120.0,23,22,0.4222222222222222
25,3,10000,11,0.7391304347826086,0.7727272727272727,100.0,23,22,0.24444444444444444
25,3,1000,23,0.4782608695652174,0.5,140.0,23,22,0.5111111111111111
25,3,100,14,0.7222222222222222,0.5909090909090909,40.0,18,22,0.35
25,3,10,32,0.08333333333333333,0.045454545454545456,80.0,12,22,0.9411764705882353
25,4,100000,15,0.6521739130434783,0.6818181818181818,120.0,23,22,0.3333333333333333
25,4,10000,14,0.7,0.6363636363636364,60.0,20,22,0.3333333333333333
25,4,1000,27,0.4074074074074074,0.5,200.0,27,22,0.5510204081632653
25,4,100,30,0.34615384615384615,0.4090909090909091,180.0,26,22,0.625
25,4,10,26,0.0,0.0,0.0,4,22,1.0
25,5,100000,10,0.8333333333333334,0.6818181818181818,60.0,18,22,0.25
25,5,10000,18,0.6,0.5454545454545454,80.0,20,22,0.42857142857142855
25,5,1000,19,0.5714285714285714,0.5454545454545454,60.0,21,22,0.4418604651162791
25,5,100,24,0.4583333333333333,0.5,180.0,24,22,0.5217391304347826
25,5,10,34,0.22727272727272727,0.22727272727272727,160.0,22,22,0.7727272727272727
25,6,100000,13,0.8,0.5454545454545454,20.0,15,22,0.35135135135135137
25,6,10000,14,0.7,0.6363636363636364,80.0,20,22,0.3333333333333333
25,6,1000,18,0.5833333333333334,0.6363636363636364,140.0,24,22,0.391304347826087
25,6,100,29,0.3157894736842105,0.2727272727272727,100.0,19,22,0.7073170731707317
25,6,10,30,0.16666666666666666,0.09090909090909091,60.0,12,22,0.8823529411764706
25,7,100000,10,0.8,0.7272727272727273,100.0,20,22,0.23809523809523808
25,7,10000,18,0.5909090909090909,0.5909090909090909,120.0,22,22,0.4090909090909091
25,7,1000,18,0.5769230769230769,0.6818181818181818,180.0,26,22,0.375
25,7,100,26,0.4230769230769231,0.5,160.0,26,22,0.5416666666666666
25,7,10,27,0.3076923076923077,0.18181818181818182,120.0,13,22,0.7714285714285715
25,8,100000,15,0.6842105263157895,0.5909090909090909,80.0,19,22,0.36585365853658536
25,8,10000,20,0.55,0.5,80.0,20,22,0.47619047619047616
25,8,1000,23,0.4782608695652174,0.5,120.0,23,22,0.5111111111111111
25,8,100,25,0.43478260869565216,0.45454545454545453,180.0,23,22,0.5555555555555556
25,8,10,32,0.1875,0.13636363636363635,100.0,16,22,0.8421052631578947
25,9,100000,11,0.7391304347826086,0.7727272727272727,100.0,23,22,0.24444444444444444
25,9,10000,8,0.85,0.7727272727272727,60.0,20,22,0.19047619047619047
25,9,1000,25,0.4482758620689655,0.5909090909090909,200.0,29,22,0.49019607843137253
25,9,100,28,0.38461538461538464,0.45454545454545453,140.0,26,22,0.5833333333333334
25,9,10,28,0.0,0.0,20.0,6,22,1.0
25,10,100000,13,0.7368421052631579,0.6363636363636364,80.0,19,22,0.3170731707317073
25,10,10000,23,0.48,0.5454545454545454,140.0,25,22,0.48936170212765956
25,10,1000,14,0.6818181818181818,0.6818181818181818,100.0,22,22,0.3181818181818182
25,10,100,22,0.5,0.5454545454545454,180.0,24,22,0.4782608695652174
25,10,10,26,0.16666666666666666,0.045454545454545456,20.0,6,22,0.9285714285714286
25,11,100000,23,0.47619047619047616,0.45454545454545453,100.0,21,22,0.5348837209302325
25,11,10000,18,0.6111111111111112,0.5,60.0,18,22,0.45
25,11,1000,16,0.625,0.6818181818181818,100.0,24,22,0.34782608695652173
25,11,100,30,0.3333333333333333,0.36363636363636365,160.0,24,22,0.6521739130434783
25,11,10,35,0.19047619047619047,0.18181818181818182,180.0,21,22,0.813953488372093
25,12,100000,15,0.6521739130434783,0.6818181818181818,80.0,23,22,0.3333333333333333
25,12,10000,16,0.6666666666666666,0.5454545454545454,60.0,18,22,0.4
25,12,1000,22,0.5,0.5,160.0,22,22,0.5
25,12,100,25,0.4444444444444444,0.5454545454545454,220.00000000000003,27,22,0.5102040816326531
25,12,10,26,0.25,0.09090909090909091,40.0,8,22,0.8666666666666667
25,13,100000,25,0.44,0.5,120.0,25,22,0.5319148936170213
25,13,10000,17,0.6470588235294118,0.5,40.0,17,22,0.4358974358974359
25,13,1000,17,0.6086956521739131,0.6363636363636364,100.0,23,22,0.37777777777777777
25,13,100,20,0.5625,0.4090909090909091,40.0,16,22,0.5263157894736842
25,13,10,31,0.15384615384615385,0.09090909090909091,40.0,13,22,0.8857142857142857
25,14,100000,10,0.7727272727272727,0.7727272727272727,100.0,22,22,0.22727272727272727
25,14,10000,13,0.7142857142857143,0.6818181818181818,100.0,21,22,0.3023255813953488
25,14,1000,22,0.5,0.5454545454545454,140.0,24,22,0.4782608695652174
25,14,100,25,0.42105263157894735,0.36363636363636365,100.0,19,22,0.6097560975609756
25,14,10,26,0.25,0.09090909090909091,80.0,8,22,0.8666666666666667
25,15,100000,16,0.6153846153846154,0.7272727272727273,160.0,26,22,0.3333333333333333
25,15,10000,16,0.65,0.5909090909090909,80.0,20,22,0.38095238095238093
25,15,1000,22,0.5,0.5,140.0,22,22,0.5
25,15,100,29,0.37037037037037035,0.45454545454545453,200.0,27,22,0.5918367346938775
25,15,10,31,0.0,0.0,80.0,9,22,1.0
25,16,100000,19,0.5714285714285714,0.5454545454545454,100.0,21,22,0.4418604651162791
25,16,10000,18,0.625,0.45454545454545453,20.0,16,22,0.47368421052631576
25,16,1000,14,0.6666666666666666,0.7272727272727273,140.0,24,22,0.30434782608695654
25,16,100,29,0.36,0.4090909090909091,160.0,25,22,0.6170212765957447
25,16,10,36,0.18181818181818182,0.18181818181818182,200.0,22,22,0.8181818181818182
25,17,100000,19,0.5652173913043478,0.5909090909090909,120.0,23,22,0.4222222222222222
25,17,10000,13,0.7142857142857143,0.6818181818181818,60.0,21,22,0.3023255813953488
25,17,1000,23,0.48148148148148145,0.5909090909090909,180.0,27,22,0.46938775510204084
25,17,100,17,0.6190476190476191,0.5909090909090909,120.0,21,22,0.3953488372093023
25,17,10,27,0.14285714285714285,0.045454545454545456,40.0,7,22,0.9310344827586207
25,18,100000,20,0.5454545454545454,0.5454545454545454,100.0,22,22,0.45454545454545453
25,18,10000,17,0.6190476190476191,0.5909090909090909,80.0,21,22,0.3953488372093023
25,18,1000,21,0.5263157894736842,0.45454545454545453,60.0,19,22,0.5121951219512195
25,18,100,29,0.36,0.4090909090909091,200.0,25,22,0.6170212765957447
25,18,10,22,0.0,0.0,0.0,0,22,1.0
25,19,100000,16,0.625,0.6818181818181818,200.0,24,22,0.34782608695652173
25,19,10000,14,0.6818181818181818,0.6818181818181818,120.0,22,22,0.3181818181818182
25,19,1000,17,0.6190476190476191,0.5909090909090909,100.0,21,22,0.3953488372093023
25,19,100,22,0.5,0.5,140.0,22,22,0.5
25,19,10,38,0.19230769230769232,0.22727272727272727,220.00000000000003,26,22,0.7916666666666666
25,20,100000,14,0.7222222222222222,0.5909090909090909,80.0,18,22,0.35
25,20,10000,8,0.9375,0.6818181818181818,20.0,16,22,0.21052631578947367
25,20,1000,14,0.7,0.6363636363636364,60.0,20,22,0.3333333333333333
25,20,100,19,0.5714285714285714,0.5454545454545454,100.0,21,22,0.4418604651162791
25,20,10,24,0.3333333333333333,0.09090909090909091,40.0,6,22,0.8571428571428571
30,1,100000,17,0.7272727272727273,0.5925925925925926,60.0,22,27,0.3469387755102041
30,1,10000,21,0.625,0.5555555555555556,100.0,24,27,0.4117647058823529
30,1,1000,17,0.7272727272727273,0.5925925925925926,120.0,22,27,0.3469387755102041
30,1,100,36,0.3333333333333333,0.3333333333333333,160.0,27,27,0.6666666666666666
30,1,10,39,0.07142857142857142,0.037037037037037035,60.0,14,27,0.9512195121951219
30,2,100000,26,0.5185185185185185,0.5185185185185185,120.0,27,27,0.48148148148148145
30,2,10000,14,0.8095238095238095,0.6296296296296297,40.0,21,27,0.2916666666666667
30,2,1000,27,0.5,0.48148148148148145,120.0,26,27,0.5094339622641509
30,2,100,27,0.5,0.5555555555555556,140.0,30,27,0.47368421052631576
30,2,10,39,0.07142857142857142,0.037037037037037035,100.0,14,27,0.9512195121951219
30,3,100000,21,0.6666666666666666,0.4444444444444444,20.0,18,27,0.4666666666666667
30,3,10000,18,0.7368421052631579,0.5185185185185185,60.0,19,27,0.391304347826087
30,3,1000,21,0.6071428571428571,0.6296296296296297,140.0,28,27,0.38181818181818183
30,3,100,36,0.36363636363636365,0.4444444444444444,200.0,33,27,0.6
30,3,10,35,0.1,0.037037037037037035,40.0,10,27,0.9459459459459459
30,4,100000,21,0.65,0.48148148148148145,100.0,20,27,0.44680851063829785
30,4,10000,21,0.625,0.5555555555555556,120.0,24,27,0.4117647058823529
30,4,1000,21,0.6153846153846154,0.5925925925925926,100.0,26,27,0.39622641509433965
30,4,100,37,0.32142857142857145,0.3333333333333333,140.0,28,27,0.6727272727272727
30,4,10,31,0.16666666666666666,0.037037037037037035,40.0,6,27,0.9393939393939394
30,5,100000,13,0.7692307692307693,0.7407407407407407,140.0,26,27,0.24528301886792453
30,5,10000,18,0.68,0.6296296296296297,80.0,25,27,0.34615384615384615
30,5,1000,20,0.6296296296296297,0.6296296296296297,160.0,27,27,0.37037037037037035
30,5,100,32,0.41935483870967744,0.48148148148148145,220.00000000000003,31,27,0.5517241379310345
30,5,10,45,0.125,0.1111111111111111,200.0,24,27,0.8823529411764706
30,6,100000,22,0.6086956521739131,0.5185185185185185,140.0,23,27,0.44
30,6,10000,18,0.6956521739130435,0.5925925925925926,120.0,23,27,0.36
30,6,1000,23,0.5909090909090909,0.48148148148148145,120.0,22,27,0.46938775510204084
30,6,100,37,0.34375,0.4074074074074074,220.00000000000003,32,27,0.6271186440677966
30,6,10,34,0.1111111111111111,0.037037037037037035,40.0,9,27,0.9444444444444444
30,7,100000,25,0.5357142857142857,0.5555555555555556,180.0,28,27,0.45454545454545453
30,7,10000,19,0.6538461538461539,0.6296296296296297,100.0,26,27,0.3584905660377358
30,7,1000,26,0.52,0.48148148148148145,120.0,25,27,0.5
30,7,100,29,0.4583333333333333,0.4074074074074074,140.0,24,27,0.5686274509803921
30,7,10,36,0.15384615384615385,0.07407407407407407,100.0,13,27,0.9
30,8,100000,20,0.6521739130434783,0.5555555555555556,80.0,23,27,0.4
30,8,10000,23,0.5909090909090909,0.48148148148148145,120.0,22,27,0.46938775510204084
